---,Actor,Location,Rotation,Scale,Meshes
Row_116,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=636361.662172,Y=997445.541724,Z=3657.786361)","(Pitch=0.000000,Yaw=199.418133,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_117,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=780055.945029,Y=1086987.538389,Z=3125.440709)","(Pitch=0.000000,Yaw=168.947650,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_118,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=729686.541828,Y=1105013.873514,Z=3125.440709)","(Pitch=0.000000,Yaw=133.619461,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_119,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=653412.735005,Y=1132408.192055,Z=1388.749695)","(Pitch=0.000000,Yaw=104.030158,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_120,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=599186.216181,Y=1132627.218629,Z=1388.749717)","(Pitch=0.000000,Yaw=74.703976,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_121,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=546403.457014,Y=1134585.023341,Z=1388.749717)","(Pitch=0.000000,Yaw=107.867390,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_122,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=971025.007665,Y=650370.240962,Z=2694.035057)","(Pitch=0.000000,Yaw=-208.613249,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_123,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=1000344.123984,Y=421647.208922,Z=2694.035057)","(Pitch=0.000000,Yaw=-186.092081,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_124,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=999448.002984,Y=494317.176144,Z=2694.035057)","(Pitch=0.000000,Yaw=-277.842626,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_125,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=1004313.438040,Y=576024.012311,Z=2694.035057)","(Pitch=0.000000,Yaw=-291.006840,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_126,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=970921.507249,Y=733100.906453,Z=2694.035057)","(Pitch=0.000000,Yaw=-278.024631,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_127,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=996859.267902,Y=346545.455010,Z=2694.035057)","(Pitch=0.000000,Yaw=-278.024631,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_128,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=994576.115663,Y=279025.742920,Z=2694.035057)","(Pitch=0.000000,Yaw=-172.831156,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_129,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=994885.805662,Y=200763.394262,Z=2694.035057)","(Pitch=0.000000,Yaw=-172.831156,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_130,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=932033.797129,Y=137957.274010,Z=1249.115836)","(Pitch=0.000000,Yaw=-172.831156,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_131,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=931005.028519,Y=52361.601392,Z=2592.465715)","(Pitch=0.000000,Yaw=-172.831156,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_132,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=1001020.418249,Y=121863.052697,Z=2592.465715)","(Pitch=0.000000,Yaw=-77.982225,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_133,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=1015429.736849,Y=39403.076766,Z=2592.465715)","(Pitch=0.000000,Yaw=-97.221318,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_134,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=945268.097961,Y=-13431.042971,Z=2592.465715)","(Pitch=0.000000,Yaw=-97.221318,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_135,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=1017971.908891,Y=-39111.690516,Z=2592.465715)","(Pitch=0.000000,Yaw=-181.566395,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_136,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=936524.136888,Y=-84905.945383,Z=2592.465715)","(Pitch=0.000000,Yaw=-181.566395,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_137,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=848324.806232,Y=-125747.897659,Z=2592.465715)","(Pitch=0.000000,Yaw=-80.932059,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_138,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=753581.831041,Y=-105849.223819,Z=2592.465715)","(Pitch=0.000000,Yaw=-80.932059,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_139,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=677534.398784,Y=-117986.409910,Z=2592.465715)","(Pitch=0.000000,Yaw=2.377523,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_140,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=596642.471437,Y=-111077.763796,Z=4255.854024)","(Pitch=0.000000,Yaw=-124.299011,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_141,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=527318.707027,Y=-108557.584612,Z=2223.400157)","(Pitch=0.000000,Yaw=5.640336,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_142,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=445800.857860,Y=-111020.501564,Z=2223.400157)","(Pitch=0.000000,Yaw=-83.734416,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_143,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=364964.096363,Y=-115982.087024,Z=2223.400157)","(Pitch=0.000000,Yaw=-83.734416,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_144,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=276027.624588,Y=-101922.156728,Z=2223.400157)","(Pitch=0.000000,Yaw=-22.424941,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_145,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=197779.805980,Y=-109103.931325,Z=2223.400157)","(Pitch=0.000000,Yaw=-22.424941,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_146,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=112828.662805,Y=-120357.538665,Z=2223.400157)","(Pitch=0.000000,Yaw=87.589245,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_147,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=33263.105838,Y=-114701.646727,Z=2223.400157)","(Pitch=0.000000,Yaw=87.589245,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_148,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-22352.774244,Y=-38834.292183,Z=5981.793748)","(Pitch=0.000000,Yaw=87.589245,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_149,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-104612.609732,Y=-45506.117142,Z=6854.604793)","(Pitch=0.000000,Yaw=183.040832,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_150,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-38886.709986,Y=-111255.331900,Z=6854.604793)","(Pitch=0.000000,Yaw=83.278250,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_151,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-175446.253764,Y=151580.782970,Z=6156.685084)","(Pitch=0.000000,Yaw=449.525955,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_152,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-176034.468475,Y=80487.426692,Z=6156.685084)","(Pitch=0.000000,Yaw=355.153890,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_153,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-179722.943087,Y=4266.284183,Z=8086.916877)","(Pitch=0.000000,Yaw=285.537335,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_154,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-116326.720236,Y=-129982.998511,Z=8992.163910)","(Pitch=0.000000,Yaw=285.537335,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_155,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-169779.688457,Y=-66178.982234,Z=8992.163910)","(Pitch=0.000000,Yaw=285.537335,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_156,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=8472.671725,Y=-196449.640252,Z=2223.400157)","(Pitch=0.000000,Yaw=-22.424941,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
Row_157,/Script/CoreUObject.Class'/Script/Engine.BeyondMapStaticMeshActor',"(X=-73867.889945,Y=-204051.425761,Z=5342.384396)","(Pitch=0.000000,Yaw=8.087551,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/_Stalker_2/nature/formations/landscape_background/SM_env_landscape_background_01_a.SM_env_landscape_background_01_a'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01""',MaterialInstanceConstant'""/Game/_Stalker_2/nature/formations/landscape_background/Materials/MI_env_landscape_background_01_ground""')))"
